Episode,Chapter,Index,Name,Text
Turnabout samurai,2,353,Maya,"Neither do I, Nick."
Turnabout samurai,2,354,Phoenix,"Y-yeah, I know! Look, I was just buying time back there. Someone had to be the bad guy for a bit to take the pressure off Mr. Powers."
Turnabout samurai,2,355,Maya,Poor old windbag... I feel kinda sorry for her.
Turnabout samurai,2,356,Phoenix,"Well, she wasn't winning any points in there, with or without my accusation. Okay, let's get down to the studios."
Turnabout samurai,2,357,Maya,Right! We'll be back to visit you soon...
Turnabout samurai,2,358,Will,"Th-thanks. Thanks, guys. *sniff*"
Turnabout samurai,3,0,Phoenix,"Whew, what a day."
Turnabout samurai,3,1,Maya,"This is no time for relaxing, Nick! Say, you think WP's got a chance?"
Turnabout samurai,3,2,Phoenix,I guess that really depends on the people we found out about in today's trial.
Turnabout samurai,3,3,Maya,The director and producer...?
Turnabout samurai,3,4,Phoenix,"Yeah, them."
Turnabout samurai,3,5,Maya,"Well, what are we doing here then!? Let's get to the studios!"
Turnabout samurai,3,6,Maya,No one's here.
Turnabout samurai,3,7,Phoenix,"Right, now that they have Ms. Oldbag in custody. I guess they don't have anyone else to replace her..."
Turnabout samurai,3,8,Maya,H-hey! In the guard station! Look! She left her donuts! ... ... What? I wasn't going to eat them!
Turnabout samurai,3,9,Maya,"Hey, Nick. It looks like Detective Gumshoe isn't here today."
Turnabout samurai,3,10,Phoenix,You're right. He's probably up to his neck in paperwork after the commotion at today's trial.
Turnabout samurai,3,11,Maya,"So, Nick... Remember that ""Studio Two"" we heard about at the trial today? It was down that path with the fallen tree, right?"
Turnabout samurai,3,12,Phoenix,"Yeah, I think that's what they said."
Turnabout samurai,3,13,Maya,"Maybe the director and the rest of them are there today? Now's our chance, Nick! Let's check it out!"
Turnabout samurai,3,14,Maya,This... is Studio Two?
Turnabout samurai,3,15,Phoenix,I thought so...
Turnabout samurai,3,16,Maya,"It doesn't really look much like a ""studio,"" does it?"
Turnabout samurai,3,17,Phoenix,"No, that it does not."
Turnabout samurai,3,18,Maya,Hey... There's a trailer over there.
Turnabout samurai,3,19,Phoenix,It looks pretty sturdy for a movie set trailer.
Turnabout samurai,3,20,Maya,Are we sure this is a studio?
Turnabout samurai,3,21,Maya,"Look, it's that assistant girl. Hey!"
Turnabout samurai,3,22,Penny,"Hi... WP's lawyers, right? I heard about the trial! Great job, guys!"
Turnabout samurai,3,23,Phoenix,Oh? Oh hoh hoh. Don't mention it.
Turnabout samurai,3,24,Penny,Is it true they caught the security lady!?
Turnabout samurai,3,25,Phoenix,Oh! Oh... oh hoh hoh!
Turnabout samurai,3,26,Penny,"Actually, she just called me. She told me to cover up that drain..."
Turnabout samurai,3,27,Phoenix,"You mean that one? (Wow, what a mess...)"
Turnabout samurai,3,28,Penny,"I... I know... I'm not so good with handiwork. Some assistant, right?"
Turnabout samurai,3,29,Maya,"Yeah, but you do work on the props, and the backdrops, right?"
Turnabout samurai,3,30,Penny,R-right. Just... lots of times they end up looking worse than they did before I fixed them.
Turnabout samurai,3,31,Maya,"Oh? Oh! Well, I'm sure these things happen. Nothing to worry yourself about!"
Turnabout samurai,3,32,Penny,You're right! I won't!
Turnabout samurai,3,33,Phoenix,"(Personally, I think she should worry at least a little bit more...)"
Turnabout samurai,3,34,Penny,"Um, if you'll excuse me, I have to go to the guard station. I'm supposed to fill in for Ms. Oldbag."
Turnabout samurai,3,35,Maya,"Right! See you later, then!"
Turnabout samurai,3,36,Penny,Good luck with your investigation.
Turnabout samurai,3,37,Maya,"This is where the Steel Samurai costume was, on the day of the murder."
Turnabout samurai,3,38,Phoenix,"That's what Mr. Powers says, at least. I guess they snuck in and took it while he was sleeping."
Turnabout samurai,3,39,Maya,"But Nick, what if Mr. Powers hadn't been sleeping? I wonder what the killer was planning on doing then?"
Turnabout samurai,3,40,Phoenix,Huh... (She's got a point!)
Turnabout samurai,3,41,Phoenix,"Looks like someone was sleeping here. Maybe Powers did take a nap here, like he said."
Turnabout samurai,3,42,Phoenix,There's a bunch of snacks on the table. They must give these to the employees. Some tea and cookies...
Turnabout samurai,3,43,Maya,Wait... Nick!
Turnabout samurai,3,44,Phoenix,W-what now?
Turnabout samurai,3,45,Maya,These snacks... they've passed the expiration date!
Turnabout samurai,3,46,Phoenix,... Then don't eat them.
Turnabout samurai,3,47,Maya,*grumble* (They're snacks! They're meant to be eaten!)
Turnabout samurai,3,48,Penny,Oh... hello.
Turnabout samurai,3,49,Maya,Ho hoh! You look a little out of place.
Turnabout samurai,3,50,Penny,"It's the clothes, isn't it? I thought my camo vest might do the trick... Kind of an ""alternative guard fashion"" thing."
Turnabout samurai,3,51,Maya,Do kids sneak in here a lot?
Turnabout samurai,3,52,Penny,"Well... I don't think there's that many of them, but I do see one in particular a bunch. He's always gawking at the sets, or snapping pictures. You should see Old Windbag's eyes flash when she sees him. She has a bit of trouble catching him though..."
Turnabout samurai,3,53,Phoenix,I heard something at the trial today. They said that the director and producer were here the day of the murder...
Turnabout samurai,3,54,Penny,"Oh, sorry... I was in the prop storage room, so I didn't see them. I guess they were here, though. The studio head seemed pretty eager to keep us quiet."
Turnabout samurai,3,55,Maya,So they were trying to protect the director?
Turnabout samurai,3,56,Penny,"More the producer, really. The producer's our real star here. She saved these studios from the brink of disaster and kept them running. I don't think we'd still be in business if it weren't for that producer!"
Turnabout samurai,3,57,Phoenix,"(The producer, huh?)"
Turnabout samurai,3,58,Manella,WTF? Who are j00 d00dz!? LMAO!
Turnabout samurai,3,59,Maya,"H-huh!? W-we... Wait, you first! Who are you!? You look pretty suspicious to me!"
Turnabout samurai,3,60,Manella,"Whatever, l4m3rs! How can j00 not know the great Sal Manella!? I make teh L33T SH0WZ! The Steel Samurai? Mine! RTFC! (Read The Film Credits!)"
Turnabout samurai,3,61,Maya,"R-really!? You're THE Sal Manella!? I'm so sorry! I, just, you looked so... Sorry!"
Turnabout samurai,3,62,Manella,"No no, quite alright. Really. It's fine. ROFL! ..."
Turnabout samurai,3,63,Maya,W-what is it?
Turnabout samurai,3,64,Manella,"You know, on closer inspection... Mmm... Yeah... Hot! Hot! Hot! *slobber* Hey, do j00 do a lot of ""cosplay,"" coz that costume r0x0rz!... *drool*"
Turnabout samurai,3,65,Maya,Rocksores!? Wh-wh-what... Hey! You're drooling!
Turnabout samurai,3,66,Manella,"Huh? Mmph! LOL! Buffer overrun! *pant* You've triggered my CR34T1V3 P0W3RZ! Yes... yes, it's coming to me! ""Pink Princess""! The sequel to the Steel Samurai... ""Pink Princess: Warrior of Little Olde Tokyo!"" ROFL... LMAO!"
Turnabout samurai,3,67,Phoenix,"P-""Pink Princess""...?"
Turnabout samurai,3,68,Maya,"Why's it gotta be ""Little"" Olde Tokyo!? Why can't it have a cool name, like ""Neo Olde Tokyo""!?"
Turnabout samurai,3,69,Phoenix,"Maya, we really need to talk about ""cool""..."
Turnabout samurai,3,70,Phoenix,Did you notice anything unusual on the day of the murder?
Turnabout samurai,3,71,Manella,"Oh, I know who j00 d00dz are. That security lady told j00 about us, eh?"
Turnabout samurai,3,72,Phoenix,That's right.
Turnabout samurai,3,73,Manella,It was a pretty regular day. We had a run-through for an action scene in the morning. Then a meeting from lunchtime in the Studio Two trailer. Heh. I was so busy I didn't even get a chance to eat lunch! :(
Turnabout samurai,3,74,Phoenix,"A t-bone steak, was it?"
Turnabout samurai,3,75,Manella,Yeah... sux0rz! I hate missing out on food...
Turnabout samurai,3,76,Maya,"Nick... what does ""Sucksores"" mean?"
Turnabout samurai,3,77,Phoenix,No idea...
Turnabout samurai,3,78,Manella,"Anyway, I was in a meeting from noon till after 4:00. With the producer, and some bigwigs from the network."
Turnabout samurai,3,79,Phoenix,"(Mr. Hammer's time of death was estimated at 2:30 PM. If he's telling the truth, that meeting gives him an alibi...)"
Turnabout samurai,3,80,Phoenix,About the producer who was at the meeting with you...
Turnabout samurai,3,81,Manella,"Oh, you mean Dee Vasquez? She's a genius. M4d sk1llz, all the way. Scary, though. *sweats* She brought these studios back from the brink of destruction. She's the one who made it possible for me to make the Steel Samurai!"
Turnabout samurai,3,82,Phoenix,"You had a meeting with her on the day of the murder, right?"
Turnabout samurai,3,83,Manella,"Yeah, we were together from noon to 4:00 PM, the whole time."
Turnabout samurai,3,84,Phoenix,"Who exactly are these ""bigwigs"" people keep mentioning?"
Turnabout samurai,3,85,Manella,"Oh, the boss over at the network, and some sponsors. Also a few production guys. They piled into a limousine and got here right around noon. Major tension! *sweats*"
Turnabout samurai,3,86,Phoenix,Were all of them with you the entire time?
Turnabout samurai,3,87,Manella,"Yeah, unfortunately. They're all gray-haired geezers... *scowl*"
Turnabout samurai,3,88,Phoenix,(Hmm... sounds like they'd all be reliable witnesses.)
Turnabout samurai,3,89,Phoenix,(This place is deserted...)
Turnabout samurai,3,90,_,*crash!*
Turnabout samurai,3,91,Maya,Eek! N-N-Nick! W-w-what was that noise!? It sounded like it came from inside the trailer...
Turnabout samurai,3,92,Phoenix,Someone must be inside...
Turnabout samurai,3,93,Maya,H-Hello? ...
Turnabout samurai,3,94,Phoenix,No answer.
Turnabout samurai,3,95,Maya,"Pretty suspicious, if you ask me, Nick! Let's go in!"
Turnabout samurai,3,96,Phoenix,I'm not sure we should be barging in... ...Huh. It's locked.
Turnabout samurai,3,97,Maya,What? Don't we have a key?
Turnabout samurai,3,98,Phoenix,No. But there's probably one in the guard station at the main gate.
Turnabout samurai,3,99,Maya,Then what are we waiting for? Let's borrow it!
Turnabout samurai,3,100,Phoenix,(If they'll let us...)
Turnabout samurai,3,101,Oldbag,Ah hah! You again!
Turnabout samurai,3,102,Maya,Eeeek!
Turnabout samurai,3,103,Oldbag,"How rude, acting like you've seen a ghost!"
Turnabout samurai,3,104,Phoenix,You... certainly got back to your post quickly.
Turnabout samurai,3,105,Oldbag,"Oh the police took me away, they did. They pulled out a spare Steel Samurai costume! Told me to ""put it on."" Can you imagine? How could I, a sweet little old lady, wear a giant suit like that?"
Turnabout samurai,3,106,Phoenix,Mr. Powers is pretty tall...
Turnabout samurai,3,107,Oldbag,"As soon as they saw there was no way I could wear it, they let me go."
Turnabout samurai,3,108,Phoenix,(I guess that would rule out her being the murderer.)
Turnabout samurai,3,109,Oldbag,"Anyway! Know this, whippersnapper! This old lady NEVER forgets a slight or insult! And you won't get any information out of me! My lips are sealed!"
Turnabout samurai,3,110,Maya,You sure are talking a lot for someone with sealed lips.
Turnabout samurai,3,111,Oldbag,"Starting now! One, two, three, mmmph!"
Turnabout samurai,3,112,Phoenix,(This lady's too much...)
Turnabout samurai,3,113,Phoenix,"Umm, about that kid you said you saw..."
Turnabout samurai,3,114,Oldbag,"If I see him again, I'm taking him down!"
Turnabout samurai,3,115,Maya,N-Nick! Look at her eyes! She's serious!
Turnabout samurai,3,116,Maya,Hey! H-hey! Wait!
Turnabout samurai,3,117,Phoenix,(I'll bet he came in right through that drain...)
Turnabout samurai,3,118,Maya,"Hey, um, kiddy-o! What's yer name, sport?"
Turnabout samurai,3,119,Cody,"I'm not a kid, so don't talk to me like that!"
Turnabout samurai,3,120,Maya,H-huh!? But you... You are a kid! What a rude little brat. That's no way to talk to an adult!
Turnabout samurai,3,121,Cody,I don't see no adults here! Hippie fashion chick!
Turnabout samurai,3,122,Maya,H-hippie fashion...? Nick... I think I'm being mocked.
Turnabout samurai,3,123,Phoenix,"(You got to hand it to Maya, she's pretty sharp. And pretty mad...)"
Turnabout samurai,3,124,Cody,"I'm Cody! Cody Hackins. Call me ""kiddy-o"" again and I'll cut you down where you stand, evildoer!"
Turnabout samurai,3,125,Phoenix,"So, you're a fan of the Steel Samurai?"
Turnabout samurai,3,126,Cody,"How dare you utter that name, evildoer!"
Turnabout samurai,3,127,Maya,What do you mean? We're on the Steel Samurai's side!
Turnabout samurai,3,128,Cody,H-hah! Hah hah! You can't fool me!
Turnabout samurai,3,129,Maya,Okay... then what's the last line said by the innkeeper in Episode 8?
Turnabout samurai,3,130,Cody,"Hah! Easy! ""Like some fries with that?"""
Turnabout samurai,3,131,Maya,"Hmph... not bad, kiddy-o."
Turnabout samurai,3,132,Cody,Watch it!
Turnabout samurai,3,133,Phoenix,(What are they doing!?)
Turnabout samurai,3,134,Phoenix,"Say, you heard anything about the incident the other day?"
Turnabout samurai,3,135,Cody,...
Turnabout samurai,3,136,Maya,"You were here, weren't you?"
Turnabout samurai,3,137,Cody,...
Turnabout samurai,3,138,Phoenix,Did you see anything...?
Turnabout samurai,3,139,Cody,He... he...
